Generation, o25, o50, o75, n25, n50, n75 
0,2777.174585,6224.67366165,6932.20923288,278.190663345,624.769362173,695.898244937
1,9814.27271901,16587.2184414,23905.7602866,985.633438698,1666.52084824,2402.25729186
2,2416.40541075,3295.27441811,5446.80385961,241.92236908,330.275482522,546.569746203
3,6283.05502992,8782.02446469,10559.0450741,630.638468503,881.861037634,1060.5057528
4,1028.53004061,6427.21714971,14097.1820441,102.398607296,645.131154007,1416.19632156
5,1987.3012877,3233.43932306,4248.22327323,198.784330368,324.05917142,426.075877799
6,5752.34430864,5752.34430864,5752.34430864,577.285870823,577.285870823,577.285870823
