Generation, o25, o50, o75, n25, n50, n75 
0,3140.68864084,9123.27231079,15502.9202801,225.450110046,656.806696242,1116.79243501
1,2557.36161391,3908.03704489,9214.35872027,183.391031752,280.777508082,663.374213692
2,5723.48576396,6236.64584594,12574.050618,411.675094322,448.674991582,905.614908952
3,3956.63333937,5173.31603654,6306.64579618,284.281400856,372.006725513,453.722131954
4,7221.33602362,11954.2569632,16074.4660638,519.673178475,860.926511793,1158.00206144
5,8701.50251231,12219.6432492,15737.7839862,626.396226374,880.061408803,1133.72659123
